asof_date,src,v8_local_industry_id,v8_local_industry_name,v8_parent_id,v8_parent_name,v7_sw_l1_code,v7_sw_l1_name,v7_parent_code,v7_parent_name,mapping_type,manual_review_flag,shared_symbol_count,v8_symbol_count,v7_symbol_count,jaccard_score,coverage_vs_v8,coverage_vs_v7,decision_reason
2026-03-30,SW2014,850817.SI,850817.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,12,12,509,0.023576,1.0,0.023576,high_v8_coverage_single_parent
2026-03-30,SW2014,850818.SI,850818.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,24,24,509,0.047151,1.0,0.047151,high_v8_coverage_single_parent
2026-03-30,SW2014,850822.SI,850822.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,42,42,509,0.082515,1.0,0.082515,high_v8_coverage_single_parent
2026-03-30,SW2014,850823.SI,850823.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,15,15,509,0.02947,1.0,0.02947,high_v8_coverage_single_parent
2026-03-30,SW2014,850831.SI,850831.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,37,37,509,0.072692,1.0,0.072692,high_v8_coverage_single_parent
2026-03-30,SW2014,850832.SI,850832.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,30,30,509,0.058939,1.0,0.058939,high_v8_coverage_single_parent
2026-03-30,SW2014,850833.SI,850833.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,25,25,509,0.049116,1.0,0.049116,high_v8_coverage_single_parent
2026-03-30,SW2014,850841.SI,850841.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,33,33,509,0.064833,1.0,0.064833,high_v8_coverage_single_parent
2026-03-30,SW2014,850853.SI,850853.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,10,10,509,0.019646,1.0,0.019646,high_v8_coverage_single_parent
2026-03-30,SW2014,850854.SI,850854.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,80,80,509,0.157171,1.0,0.157171,high_v8_coverage_single_parent
2026-03-30,SW2014,850861.SI,850861.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,34,34,509,0.066798,1.0,0.066798,high_v8_coverage_single_parent
2026-03-30,SW2014,850912.SI,850912.SI,,,801880.SI,汽车,0,,ONE_TO_ONE,0,8,8,324,0.024691,1.0,0.024691,high_v8_coverage_single_parent
2026-03-30,SW2014,850913.SI,850913.SI,,,801880.SI,汽车,0,,ONE_TO_ONE,0,5,5,324,0.015432,1.0,0.015432,high_v8_coverage_single_parent
2026-03-30,SW2014,850922.SI,850922.SI,,,801880.SI,汽车,0,,ONE_TO_ONE,0,36,36,324,0.111111,1.0,0.111111,high_v8_coverage_single_parent
2026-03-30,SW2014,850923.SI,850923.SI,,,801880.SI,汽车,0,,ONE_TO_ONE,0,90,90,324,0.277778,1.0,0.277778,high_v8_coverage_single_parent
2026-03-30,SW2014,850924.SI,850924.SI,,,801880.SI,汽车,0,,ONE_TO_ONE,0,21,21,324,0.064815,1.0,0.064815,high_v8_coverage_single_parent
2026-03-30,SW2014,850925.SI,850925.SI,,,801880.SI,汽车,0,,ONE_TO_ONE,0,54,54,324,0.166667,1.0,0.166667,high_v8_coverage_single_parent
2026-03-30,SW2014,850926.SI,850926.SI,,,801880.SI,汽车,0,,ONE_TO_ONE,0,36,36,324,0.111111,1.0,0.111111,high_v8_coverage_single_parent
2026-03-30,SW2014,850935.SI,850935.SI,,,801740.SI,国防军工,0,,ONE_TO_ONE,0,10,10,149,0.067114,1.0,0.067114,high_v8_coverage_single_parent
2026-03-30,SW2014,850936.SI,850936.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,31,31,610,0.05082,1.0,0.05082,high_v8_coverage_single_parent
2026-03-30,SW2014,850952.SI,850952.SI,,,801880.SI,汽车,0,,ONE_TO_ONE,0,5,5,324,0.015432,1.0,0.015432,high_v8_coverage_single_parent
2026-03-30,SW2014,851024.SI,851024.SI,,,801770.SI,通信,0,,ONE_TO_ONE,0,35,35,142,0.246479,1.0,0.246479,high_v8_coverage_single_parent
2026-03-30,SW2014,851025.SI,851025.SI,,,801770.SI,通信,0,,ONE_TO_ONE,0,11,11,142,0.077465,1.0,0.077465,high_v8_coverage_single_parent
2026-03-30,SW2014,851026.SI,851026.SI,,,801770.SI,通信,0,,ONE_TO_ONE,0,28,28,142,0.197183,1.0,0.197183,high_v8_coverage_single_parent
2026-03-30,SW2014,851027.SI,851027.SI,,,801770.SI,通信,0,,ONE_TO_ONE,0,11,11,142,0.077465,1.0,0.077465,high_v8_coverage_single_parent
