trade_date,total_mainlines,state_counts,top_trend_expansion,top_top_decay,risk_off_flag,row_count_written
2019-04-11,263,"{'RISK_OFF': 221, 'UNKNOWN': 42}",N/A,N/A,YES,263
2019-04-12,263,"{'UNKNOWN': 233, 'RISK_OFF': 30}",N/A,N/A,YES,263
2019-04-15,263,"{'RISK_OFF': 195, 'UNKNOWN': 68}",N/A,N/A,YES,263
2019-04-16,263,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 7}",N/A,N/A,NO,263
2019-04-17,263,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 10, 'TOP_DECAY': 1}",N/A,851243.SI(rank=263),NO,263
2019-04-18,263,"{'RISK_OFF': 208, 'UNKNOWN': 55}",N/A,N/A,YES,263
2019-04-19,263,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 5}",N/A,N/A,NO,263
2019-04-22,263,"{'RISK_OFF': 221, 'UNKNOWN': 42}",N/A,N/A,YES,263
2019-04-23,263,"{'RISK_OFF': 165, 'UNKNOWN': 98}",N/A,N/A,YES,263
2019-04-24,263,"{'BOTTOM_REPAIR': 257, 'DIFFUSION': 6}",N/A,N/A,NO,263
2019-04-25,263,"{'RISK_OFF': 249, 'UNKNOWN': 11, 'TOP_DECAY': 3}",N/A,850321.SI(rank=80); 851616.SI(rank=115); 857251.SI(rank=257),YES,263
2019-04-26,263,"{'UNKNOWN': 175, 'RISK_OFF': 88}",N/A,N/A,YES,263
2019-04-29,263,"{'RISK_OFF': 194, 'UNKNOWN': 64, 'TOP_DECAY': 5}",N/A,851563.SI(rank=65); 852214.SI(rank=68); 850721.SI(rank=86); 851121.SI(rank=262); 859621.SI(rank=263),YES,263
2019-04-30,263,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 6, 'TREND_EXPANSION': 1}",850336.SI(rank=1),N/A,NO,263
2019-05-06,263,"{'RISK_OFF': 258, 'TOP_DECAY': 3, 'UNKNOWN': 2}",N/A,852021.SI(rank=105); 857382.SI(rank=259); 850814.SI(rank=263),YES,263
2019-05-07,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2019-05-08,263,"{'RISK_OFF': 227, 'UNKNOWN': 36}",N/A,N/A,YES,263
2019-05-09,263,"{'RISK_OFF': 169, 'UNKNOWN': 94}",N/A,N/A,YES,263
2019-05-10,263,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 12}",N/A,N/A,NO,263
2019-05-13,263,"{'RISK_OFF': 255, 'UNKNOWN': 8}",N/A,N/A,YES,263
2019-05-14,263,"{'RISK_OFF': 156, 'UNKNOWN': 107}",N/A,N/A,YES,263
2019-05-15,263,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 12}",N/A,N/A,NO,263
2019-05-16,263,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 4, 'TOP_DECAY': 1}",N/A,850325.SI(rank=263),NO,263
2019-05-17,263,"{'RISK_OFF': 243, 'UNKNOWN': 20}",N/A,N/A,YES,263
2019-05-20,263,"{'UNKNOWN': 207, 'RISK_OFF': 56}",N/A,N/A,YES,263
2019-05-21,263,"{'BOTTOM_REPAIR': 253, 'DIFFUSION': 10}",N/A,N/A,NO,263
2019-05-22,263,"{'RISK_OFF': 244, 'UNKNOWN': 19}",N/A,N/A,YES,263
2019-05-23,263,"{'RISK_OFF': 195, 'UNKNOWN': 68}",N/A,N/A,YES,263
2019-05-24,263,"{'UNKNOWN': 203, 'RISK_OFF': 60}",N/A,N/A,YES,263
2019-05-27,263,"{'BOTTOM_REPAIR': 250, 'DIFFUSION': 13}",N/A,N/A,NO,263
2019-05-28,263,"{'RISK_OFF': 243, 'UNKNOWN': 20}",N/A,N/A,YES,263
2019-05-29,263,"{'BOTTOM_REPAIR': 257, 'DIFFUSION': 6}",N/A,N/A,NO,263
2019-05-30,263,"{'RISK_OFF': 182, 'UNKNOWN': 80, 'TOP_DECAY': 1}",N/A,850325.SI(rank=110),YES,263
2019-05-31,263,"{'UNKNOWN': 180, 'RISK_OFF': 83}",N/A,N/A,YES,263
2019-06-03,263,"{'RISK_OFF': 180, 'UNKNOWN': 83}",N/A,N/A,YES,263
2019-06-04,263,"{'RISK_OFF': 155, 'UNKNOWN': 108}",N/A,N/A,YES,263
2019-06-05,263,"{'UNKNOWN': 237, 'RISK_OFF': 26}",N/A,N/A,YES,263
2019-06-06,263,"{'RISK_OFF': 235, 'UNKNOWN': 28}",N/A,N/A,YES,263
2019-06-10,263,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 7}",N/A,N/A,NO,263
2019-06-11,263,"{'BOTTOM_REPAIR': 253, 'DIFFUSION': 10}",N/A,N/A,NO,263
2019-06-12,263,"{'RISK_OFF': 257, 'UNKNOWN': 6}",N/A,N/A,YES,263
2019-06-13,263,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 7}",N/A,N/A,NO,263
2019-06-14,263,"{'RISK_OFF': 236, 'UNKNOWN': 27}",N/A,N/A,YES,263
2019-06-17,263,"{'UNKNOWN': 239, 'RISK_OFF': 23, 'TOP_DECAY': 1}",N/A,851331.SI(rank=263),YES,263
2019-06-18,263,"{'UNKNOWN': 133, 'RISK_OFF': 130}",N/A,N/A,YES,263
2019-06-19,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 8, 'TOP_DECAY': 1}",N/A,850382.SI(rank=263),NO,263
2019-06-20,263,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 11}",N/A,N/A,NO,263
2019-06-21,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2019-06-24,263,"{'RISK_OFF': 215, 'UNKNOWN': 48}",N/A,N/A,YES,263
2019-06-25,263,"{'RISK_OFF': 184, 'UNKNOWN': 79}",N/A,N/A,YES,263
2019-06-26,263,"{'UNKNOWN': 215, 'RISK_OFF': 48}",N/A,N/A,YES,263
2019-06-27,263,"{'BOTTOM_REPAIR': 259, 'DIFFUSION': 4}",N/A,N/A,NO,263
2019-06-28,263,"{'RISK_OFF': 227, 'UNKNOWN': 36}",N/A,N/A,YES,263
2019-07-01,263,"{'BOTTOM_REPAIR': 250, 'DIFFUSION': 13}",N/A,N/A,NO,263
2019-07-02,263,"{'RISK_OFF': 244, 'UNKNOWN': 19}",N/A,N/A,YES,263
2019-07-03,263,"{'RISK_OFF': 194, 'UNKNOWN': 68, 'TOP_DECAY': 1}",N/A,850817.SI(rank=263),YES,263
2019-07-04,263,"{'UNKNOWN': 172, 'RISK_OFF': 90, 'TOP_DECAY': 1}",N/A,851242.SI(rank=262),YES,263
2019-07-05,263,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 7}",N/A,N/A,NO,263
2019-07-08,263,"{'RISK_OFF': 235, 'TOP_DECAY': 16, 'UNKNOWN': 12}",N/A,851511.SI(rank=120); 850616.SI(rank=194); 850521.SI(rank=203); 851243.SI(rank=250); 852311.SI(rank=252),YES,263
2019-07-09,263,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 8}",N/A,N/A,NO,263
2019-07-10,263,"{'RISK_OFF': 213, 'UNKNOWN': 50}",N/A,N/A,YES,263
2019-07-11,263,"{'UNKNOWN': 211, 'RISK_OFF': 52}",N/A,N/A,YES,263
2019-07-12,263,"{'BOTTOM_REPAIR': 261, 'DIFFUSION': 2}",N/A,N/A,NO,263
2019-07-15,263,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 8}",N/A,N/A,NO,263
2019-07-16,263,"{'RISK_OFF': 172, 'UNKNOWN': 91}",N/A,N/A,YES,263
2019-07-17,263,"{'RISK_OFF': 154, 'UNKNOWN': 109}",N/A,N/A,YES,263
2019-07-18,263,"{'RISK_OFF': 222, 'UNKNOWN': 41}",N/A,N/A,YES,263
2019-07-19,263,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 7}",N/A,N/A,NO,263
2019-07-22,263,"{'RISK_OFF': 251, 'UNKNOWN': 12}",N/A,N/A,YES,263
2019-07-23,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2019-07-24,263,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 12}",N/A,N/A,NO,263
2019-07-25,263,"{'RISK_OFF': 214, 'UNKNOWN': 48, 'TOP_DECAY': 1}",N/A,850355.SI(rank=50),YES,263
2019-07-26,263,"{'UNKNOWN': 140, 'RISK_OFF': 123}",N/A,N/A,YES,263
2019-07-29,263,"{'RISK_OFF': 145, 'UNKNOWN': 118}",N/A,N/A,YES,263
2019-07-30,263,"{'BOTTOM_REPAIR': 259, 'DIFFUSION': 4}",N/A,N/A,NO,263
2019-07-31,263,"{'RISK_OFF': 214, 'UNKNOWN': 49}",N/A,N/A,YES,263
2019-08-01,263,"{'UNKNOWN': 159, 'RISK_OFF': 104}",N/A,N/A,YES,263
2019-08-02,263,"{'RISK_OFF': 200, 'UNKNOWN': 63}",N/A,N/A,YES,263
2019-08-05,263,"{'UNKNOWN': 143, 'RISK_OFF': 120}",N/A,N/A,YES,263
2019-08-06,263,"{'RISK_OFF': 212, 'UNKNOWN': 51}",N/A,N/A,YES,263
2019-08-07,263,"{'UNKNOWN': 210, 'RISK_OFF': 53}",N/A,N/A,YES,263
2019-08-08,263,"{'BOTTOM_REPAIR': 257, 'DIFFUSION': 6}",N/A,N/A,NO,263
2019-08-09,263,"{'RISK_OFF': 240, 'UNKNOWN': 23}",N/A,N/A,YES,263
2019-08-12,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2019-08-13,263,"{'RISK_OFF': 246, 'UNKNOWN': 15, 'TOP_DECAY': 2}",N/A,851241.SI(rank=197); 851941.SI(rank=263),YES,263
2019-08-14,263,"{'BOTTOM_REPAIR': 259, 'DIFFUSION': 4}",N/A,N/A,NO,263
2019-08-15,263,"{'RISK_OFF': 185, 'UNKNOWN': 78}",N/A,N/A,YES,263
2019-08-16,263,"{'BOTTOM_REPAIR': 262, 'DIFFUSION': 1}",N/A,N/A,NO,263
2019-08-19,263,"{'BOTTOM_REPAIR': 253, 'DIFFUSION': 9, 'TOP_DECAY': 1}",N/A,850331.SI(rank=263),NO,263
2019-08-20,263,"{'RISK_OFF': 246, 'UNKNOWN': 17}",N/A,N/A,YES,263
2019-08-21,263,"{'UNKNOWN': 155, 'RISK_OFF': 107, 'TOP_DECAY': 1}",N/A,850331.SI(rank=157),YES,263
2019-08-22,263,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 5}",N/A,N/A,NO,263
2019-08-23,263,"{'RISK_OFF': 181, 'UNKNOWN': 82}",N/A,N/A,YES,263
2019-08-26,263,"{'RISK_OFF': 162, 'UNKNOWN': 101}",N/A,N/A,YES,263
2019-08-27,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2019-08-28,263,"{'RISK_OFF': 234, 'UNKNOWN': 29}",N/A,N/A,YES,263
2019-08-29,263,"{'RISK_OFF': 147, 'UNKNOWN': 116}",N/A,N/A,YES,263
2019-08-30,263,"{'RISK_OFF': 187, 'UNKNOWN': 76}",N/A,N/A,YES,263
2019-09-02,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2019-09-03,263,"{'BOTTOM_REPAIR': 259, 'DIFFUSION': 4}",N/A,N/A,NO,263
2019-09-04,263,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 5}",N/A,N/A,NO,263
2019-09-05,263,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 8}",N/A,N/A,NO,263
2019-09-06,263,"{'BOTTOM_REPAIR': 260, 'DIFFUSION': 2, 'TOP_DECAY': 1}",N/A,850232.SI(rank=263),NO,263
2019-09-09,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2019-09-10,263,"{'RISK_OFF': 227, 'UNKNOWN': 35, 'TOP_DECAY': 1}",N/A,850782.SI(rank=43),YES,263
2019-09-11,263,"{'RISK_OFF': 185, 'UNKNOWN': 78}",N/A,N/A,YES,263
2019-09-12,263,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 5}",N/A,N/A,NO,263
2019-09-16,263,"{'RISK_OFF': 172, 'UNKNOWN': 91}",N/A,N/A,YES,263
2019-09-17,263,"{'RISK_OFF': 237, 'UNKNOWN': 26}",N/A,N/A,YES,263
2019-09-18,263,"{'UNKNOWN': 234, 'RISK_OFF': 29}",N/A,N/A,YES,263
2019-09-19,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2019-09-20,263,"{'RISK_OFF': 201, 'UNKNOWN': 62}",N/A,N/A,YES,263
2019-09-23,263,"{'RISK_OFF': 192, 'UNKNOWN': 71}",N/A,N/A,YES,263
2019-09-24,263,"{'UNKNOWN': 216, 'RISK_OFF': 47}",N/A,N/A,YES,263
2019-09-25,263,"{'RISK_OFF': 219, 'UNKNOWN': 44}",N/A,N/A,YES,263
2019-09-26,263,"{'RISK_OFF': 179, 'UNKNOWN': 84}",N/A,N/A,YES,263
2019-09-27,263,"{'BOTTOM_REPAIR': 257, 'DIFFUSION': 6}",N/A,N/A,NO,263
2019-09-30,263,"{'RISK_OFF': 236, 'UNKNOWN': 27}",N/A,N/A,YES,263
2019-10-08,263,"{'UNKNOWN': 222, 'RISK_OFF': 40, 'TOP_DECAY': 1}",N/A,850702.SI(rank=235),YES,263
2019-10-09,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2019-10-10,263,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 6, 'TOP_DECAY': 1}",N/A,851423.SI(rank=263),NO,263
2019-10-11,263,"{'RISK_OFF': 206, 'UNKNOWN': 57}",N/A,N/A,YES,263
2019-10-14,263,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 7}",N/A,N/A,NO,263
2019-10-15,263,"{'RISK_OFF': 240, 'UNKNOWN': 23}",N/A,N/A,YES,263
2019-10-16,263,"{'UNKNOWN': 147, 'RISK_OFF': 116}",N/A,N/A,YES,263
2019-10-17,263,"{'UNKNOWN': 170, 'RISK_OFF': 93}",N/A,N/A,YES,263
2019-10-18,263,"{'RISK_OFF': 189, 'UNKNOWN': 74}",N/A,N/A,YES,263
2019-10-21,263,"{'UNKNOWN': 203, 'RISK_OFF': 60}",N/A,N/A,YES,263
2019-10-22,263,"{'BOTTOM_REPAIR': 257, 'DIFFUSION': 6}",N/A,N/A,NO,263
2019-10-23,264,"{'RISK_OFF': 237, 'UNKNOWN': 27}",N/A,N/A,YES,264
2019-10-24,264,"{'UNKNOWN': 196, 'RISK_OFF': 68}",N/A,N/A,YES,264
2019-10-25,264,"{'BOTTOM_REPAIR': 259, 'DIFFUSION': 5}",N/A,N/A,NO,264
2019-10-28,264,"{'BOTTOM_REPAIR': 257, 'DIFFUSION': 7}",N/A,N/A,NO,264
2019-10-29,264,"{'RISK_OFF': 240, 'UNKNOWN': 24}",N/A,N/A,YES,264
2019-10-30,264,"{'UNKNOWN': 140, 'RISK_OFF': 124}",N/A,N/A,YES,264
2019-10-31,264,"{'UNKNOWN': 138, 'RISK_OFF': 126}",N/A,N/A,YES,264
2019-11-01,264,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 8}",N/A,N/A,NO,264
2019-11-04,264,"{'RISK_OFF': 201, 'UNKNOWN': 62, 'TOP_DECAY': 1}",N/A,850326.SI(rank=64),YES,264
2019-11-05,264,"{'UNKNOWN': 156, 'RISK_OFF': 108}",N/A,N/A,YES,264
2019-11-06,264,"{'RISK_OFF': 210, 'UNKNOWN': 54}",N/A,N/A,YES,264
2019-11-07,264,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 6}",N/A,N/A,NO,264
2019-11-08,264,"{'RISK_OFF': 200, 'UNKNOWN': 64}",N/A,N/A,YES,264
2019-11-11,264,"{'RISK_OFF': 235, 'UNKNOWN': 29}",N/A,N/A,YES,264
2019-11-12,264,"{'BOTTOM_REPAIR': 260, 'DIFFUSION': 4}",N/A,N/A,NO,264
2019-11-13,264,"{'RISK_OFF': 200, 'UNKNOWN': 63, 'TOP_DECAY': 1}",N/A,851522.SI(rank=64),YES,264
2019-11-14,264,"{'BOTTOM_REPAIR': 262, 'DIFFUSION': 2}",N/A,N/A,NO,264
2019-11-15,264,"{'RISK_OFF': 230, 'UNKNOWN': 34}",N/A,N/A,YES,264
2019-11-18,264,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 6}",N/A,N/A,NO,264
2019-11-19,264,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 10}",N/A,N/A,NO,264
2019-11-20,264,"{'RISK_OFF': 247, 'UNKNOWN': 17}",N/A,N/A,YES,264
2019-11-21,264,"{'UNKNOWN': 206, 'RISK_OFF': 58}",N/A,N/A,YES,264
2019-11-22,264,"{'RISK_OFF': 172, 'UNKNOWN': 92}",N/A,N/A,YES,264
2019-11-25,264,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 6}",N/A,N/A,NO,264
2019-11-26,264,"{'RISK_OFF': 144, 'UNKNOWN': 119, 'TOP_DECAY': 1}",N/A,850721.SI(rank=120),YES,264
2019-11-27,264,"{'UNKNOWN': 138, 'RISK_OFF': 126}",N/A,N/A,YES,264
2019-11-28,264,"{'RISK_OFF': 136, 'UNKNOWN': 128}",N/A,N/A,YES,264
2019-11-29,264,"{'UNKNOWN': 205, 'RISK_OFF': 59}",N/A,N/A,YES,264
2019-12-02,264,"{'UNKNOWN': 139, 'RISK_OFF': 125}",N/A,N/A,YES,264
2019-12-03,264,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 9}",N/A,N/A,NO,264
2019-12-04,264,"{'RISK_OFF': 172, 'UNKNOWN': 92}",N/A,N/A,YES,264
2019-12-05,264,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 9}",N/A,N/A,NO,264
2019-12-06,264,"{'BOTTOM_REPAIR': 259, 'DIFFUSION': 4, 'TOP_DECAY': 1}",N/A,850952.SI(rank=264),NO,264
2019-12-09,264,"{'RISK_OFF': 165, 'UNKNOWN': 98, 'TOP_DECAY': 1}",N/A,850815.SI(rank=99),YES,264
2019-12-10,264,"{'UNKNOWN': 162, 'RISK_OFF': 102}",N/A,N/A,YES,264
2019-12-11,264,"{'RISK_OFF': 154, 'UNKNOWN': 110}",N/A,N/A,YES,264
2019-12-12,264,"{'UNKNOWN': 138, 'RISK_OFF': 126}",N/A,N/A,YES,264
2019-12-13,264,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 8}",N/A,N/A,NO,264
2019-12-16,264,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 8}",N/A,N/A,NO,264
2019-12-17,264,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 9}",N/A,N/A,NO,264
2019-12-18,264,"{'RISK_OFF': 235, 'UNKNOWN': 29}",N/A,N/A,YES,264
2019-12-19,264,"{'BOTTOM_REPAIR': 259, 'DIFFUSION': 5}",N/A,N/A,NO,264
2019-12-20,264,"{'RISK_OFF': 229, 'UNKNOWN': 35}",N/A,N/A,YES,264
2019-12-23,264,"{'RISK_OFF': 207, 'UNKNOWN': 57}",N/A,N/A,YES,264
2019-12-24,264,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 12}",N/A,N/A,NO,264
2019-12-25,264,"{'RISK_OFF': 233, 'UNKNOWN': 31}",N/A,N/A,YES,264
2019-12-26,264,"{'BOTTOM_REPAIR': 257, 'DIFFUSION': 7}",N/A,N/A,NO,264
2019-12-27,264,"{'RISK_OFF': 219, 'UNKNOWN': 45}",N/A,N/A,YES,264
2019-12-30,264,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 6}",N/A,N/A,NO,264
2019-12-31,264,"{'BOTTOM_REPAIR': 257, 'DIFFUSION': 6, 'TOP_DECAY': 1}",N/A,851412.SI(rank=264),NO,264
2020-01-02,264,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 12}",N/A,N/A,NO,264
2020-01-03,264,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 5, 'TOP_DECAY': 1}",N/A,857242.SI(rank=264),NO,264
2020-01-06,264,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 9}",N/A,N/A,NO,264
2020-01-07,264,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 8, 'TOP_DECAY': 1}",N/A,858811.SI(rank=264),NO,264
2020-01-08,264,"{'RISK_OFF': 245, 'UNKNOWN': 19}",N/A,N/A,YES,264
2020-01-09,264,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 10}",N/A,N/A,NO,264
2020-01-10,264,"{'RISK_OFF': 249, 'UNKNOWN': 15}",N/A,N/A,YES,264
2020-01-13,264,"{'BOTTOM_REPAIR': 253, 'DIFFUSION': 11}",N/A,N/A,NO,264
2020-01-14,264,"{'RISK_OFF': 197, 'UNKNOWN': 67}",N/A,N/A,YES,264
2020-01-15,264,"{'RISK_OFF': 153, 'UNKNOWN': 111}",N/A,N/A,YES,264
2020-01-16,264,"{'UNKNOWN': 140, 'RISK_OFF': 123, 'TOP_DECAY': 1}",N/A,857336.SI(rank=143),YES,264
2020-01-17,264,"{'UNKNOWN': 162, 'RISK_OFF': 102}",N/A,N/A,YES,264
2020-01-20,264,"{'BOTTOM_REPAIR': 259, 'DIFFUSION': 5}",N/A,N/A,NO,264
2020-01-21,264,"{'RISK_OFF': 242, 'UNKNOWN': 21, 'TOP_DECAY': 1}",N/A,851027.SI(rank=26),YES,264
2020-01-22,264,"{'UNKNOWN': 211, 'RISK_OFF': 53}",N/A,N/A,YES,264
2020-01-23,264,"{'RISK_OFF': 243, 'UNKNOWN': 21}",N/A,N/A,YES,264
2020-02-03,264,"{'RISK_OFF': 231, 'UNKNOWN': 33}",N/A,N/A,YES,264
2020-02-04,264,"{'UNKNOWN': 213, 'RISK_OFF': 51}",N/A,N/A,YES,264
2020-02-05,264,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 9}",N/A,N/A,NO,264
2020-02-06,264,"{'BOTTOM_REPAIR': 253, 'DIFFUSION': 11}",N/A,N/A,NO,264
2020-02-07,264,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 8}",N/A,N/A,NO,264
2020-02-10,264,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 8}",N/A,N/A,NO,264
2020-02-11,264,"{'RISK_OFF': 220, 'UNKNOWN': 44}",N/A,N/A,YES,264
2020-02-12,264,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 8}",N/A,N/A,NO,264
2020-02-13,264,"{'RISK_OFF': 249, 'UNKNOWN': 15}",N/A,N/A,YES,264
2020-02-14,264,"{'UNKNOWN': 196, 'RISK_OFF': 68}",N/A,N/A,YES,264
2020-02-17,264,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 8}",N/A,N/A,NO,264
2020-02-18,264,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 8, 'TOP_DECAY': 1}",N/A,851522.SI(rank=264),NO,264
2020-02-19,264,"{'RISK_OFF': 222, 'UNKNOWN': 42}",N/A,N/A,YES,264
2020-02-20,264,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 6}",N/A,N/A,NO,264
2020-02-21,264,"{'BOTTOM_REPAIR': 260, 'DIFFUSION': 4}",N/A,N/A,NO,264
2020-02-24,264,"{'UNKNOWN': 140, 'RISK_OFF': 124}",N/A,N/A,YES,264
2020-02-25,264,"{'RISK_OFF': 204, 'UNKNOWN': 60}",N/A,N/A,YES,264
2020-02-26,264,"{'UNKNOWN': 155, 'RISK_OFF': 109}",N/A,N/A,YES,264
2020-02-27,264,"{'UNKNOWN': 181, 'RISK_OFF': 83}",N/A,N/A,YES,264
2020-02-28,264,"{'RISK_OFF': 251, 'UNKNOWN': 13}",N/A,N/A,YES,264
2020-03-02,264,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 9}",N/A,N/A,NO,264
2020-03-03,264,"{'BOTTOM_REPAIR': 259, 'DIFFUSION': 5}",N/A,N/A,NO,264
2020-03-04,264,"{'BOTTOM_REPAIR': 257, 'DIFFUSION': 7}",N/A,N/A,NO,264
2020-03-05,264,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 6}",N/A,N/A,NO,264
2020-03-06,264,"{'RISK_OFF': 226, 'UNKNOWN': 38}",N/A,N/A,YES,264
2020-03-09,264,"{'RISK_OFF': 232, 'UNKNOWN': 31, 'TOP_DECAY': 1}",N/A,851614.SI(rank=264),YES,264
2020-03-10,264,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 8}",N/A,N/A,NO,264
2020-03-11,264,"{'RISK_OFF': 228, 'UNKNOWN': 36}",N/A,N/A,YES,264
2020-03-12,264,"{'RISK_OFF': 192, 'UNKNOWN': 72}",N/A,N/A,YES,264
2020-03-13,264,"{'UNKNOWN': 150, 'RISK_OFF': 114}",N/A,N/A,YES,264
2020-03-16,264,"{'RISK_OFF': 216, 'UNKNOWN': 48}",N/A,N/A,YES,264
2020-03-17,264,"{'UNKNOWN': 212, 'RISK_OFF': 52}",N/A,N/A,YES,264
2020-03-18,264,"{'RISK_OFF': 196, 'UNKNOWN': 68}",N/A,N/A,YES,264
2020-03-19,264,"{'BOTTOM_REPAIR': 260, 'DIFFUSION': 4}",N/A,N/A,NO,264
2020-03-20,264,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 9}",N/A,N/A,NO,264
2020-03-23,264,"{'RISK_OFF': 261, 'UNKNOWN': 3}",N/A,N/A,YES,264
2020-03-24,264,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 10}",N/A,N/A,NO,264
2020-03-25,264,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 10}",N/A,N/A,NO,264
2020-03-26,264,"{'RISK_OFF': 244, 'UNKNOWN': 20}",N/A,N/A,YES,264
2020-03-27,264,"{'UNKNOWN': 188, 'RISK_OFF': 76}",N/A,N/A,YES,264
2020-03-30,264,"{'RISK_OFF': 203, 'UNKNOWN': 61}",N/A,N/A,YES,264
2020-03-31,264,"{'UNKNOWN': 227, 'RISK_OFF': 37}",N/A,N/A,YES,264
2020-04-01,264,"{'RISK_OFF': 143, 'UNKNOWN': 121}",N/A,N/A,YES,264
2020-04-02,264,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 6}",N/A,N/A,NO,264
2020-04-03,264,"{'RISK_OFF': 227, 'UNKNOWN': 37}",N/A,N/A,YES,264
2020-04-07,264,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 10}",N/A,N/A,NO,264
2020-04-08,264,"{'BOTTOM_REPAIR': 261, 'DIFFUSION': 3}",N/A,N/A,NO,264
2020-04-09,264,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 6}",N/A,N/A,NO,264
2020-04-10,264,"{'RISK_OFF': 235, 'UNKNOWN': 29}",N/A,N/A,YES,264
2020-04-13,264,"{'UNKNOWN': 170, 'RISK_OFF': 94}",N/A,N/A,YES,264
2020-04-14,264,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 8}",N/A,N/A,NO,264
2020-04-15,264,"{'RISK_OFF': 249, 'UNKNOWN': 15}",N/A,N/A,YES,264
2020-04-16,264,"{'UNKNOWN': 206, 'RISK_OFF': 58}",N/A,N/A,YES,264
2020-04-17,264,"{'RISK_OFF': 135, 'UNKNOWN': 129}",N/A,N/A,YES,264
2020-04-20,264,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 7, 'TOP_DECAY': 1}",N/A,857371.SI(rank=264),NO,264
2020-04-21,264,"{'RISK_OFF': 231, 'UNKNOWN': 32, 'TOP_DECAY': 1}",N/A,859711.SI(rank=264),YES,264
